s/n,epi_week,state,year,cases,deaths,cfr,suspected_cases,confirmed_cases,rainfall_mm,temperature_c,humidity_pct,rainfall_anomaly_mm,rainfall_zscore,heavy_rain_flag,extreme_rain_flag,rolling_4_rainfall_mm,reliefweb_flood_reports,basic_water_pct,safely_managed_water_pct,basic_sanitation_pct,safely_managed_sanitation_pct,open_defecation_pct,idp_population,returnee_population,displacement_round,displacement_data_age_days,health_facility_count,hospital_count,phc_count,epi_week_label,epi_week_start,epi_week_end,period_weeks,state_code,report_gap_weeks,date,month,quarter,rainy_season,lag_1_cases,lag_2_cases,lag_4_cases,lag_8_cases,lag_1_deaths,lag_1_cfr,lag_2_deaths,lag_2_cfr,lag_4_deaths,lag_4_cfr,rolling_4_cases,rolling_8_cases,rolling_4_deaths,rolling_4_cfr,risk_threshold_basis,risk_low_threshold,risk_high_threshold,risk_level
99,33,Ogun,2024,1,0,0.0,1,,2.34,25.32428571428571,87.21000000000001,-41.056,-1.0883951602047848,0,0,19.41,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1993.0,56.0,1555.0,33,33,33,1,27,1,2024-08-12,8,3,1,2.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.75,0.25,0.03125,iqr_trimmed_quantiles,9.0,30.0,Low
68,38,Ogun,2024,53,0,0.0,53,,42.23,25.66,89.5457142857143,-29.846,-1.467664377421785,0,0,168.76,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1993.0,56.0,1555.0,38,38,38,1,27,4,2024-09-16,9,3,1,1.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.125,3.25,4.0,0.25,0.03125,iqr_trimmed_quantiles,9.0,30.0,High
395,47,Ondo,2021,1,0,0.0,1,,16.43,25.00142857142857,84.56285714285715,5.501999999999999,0.399162316494056,0,0,479.75,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1096.0,31.0,1008.0,47,47,47,1,28,0,2021-11-22,11,4,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Low
386,48,Ondo,2021,5,0,0.0,5,,28.55,25.057142857142857,82.45,20.462000000000003,1.7663946016599807,0,0,454.01,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1096.0,31.0,1008.0,48,48,48,1,28,0,2021-11-29,11,4,0,1.0,,,,0.0,0.0,,,,,1.0,1.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
376,49,Ondo,2021,4,0,0.0,4,,15.92,24.48,76.83142857142857,10.192,1.3109793708805275,0,0,281.46,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1096.0,31.0,1008.0,49,49,49,1,28,0,2021-12-06,12,4,0,5.0,1.0,,,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
366,50,Ondo,2021,2,0,0.0,2,,225.07,23.29714285714286,78.50285714285714,178.064,1.7882754782365713,1,1,285.97,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1096.0,31.0,1008.0,50,50,50,1,28,0,2021-12-13,12,4,0,4.0,5.0,,,0.0,0.0,0.0,0.0,,,3.3333333333333335,3.3333333333333335,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
337,17,Ondo,2022,41,0,0.0,41,,499.4,24.38142857142857,81.63966386554621,10.596294117647059,0.734901146345415,0,0,125.16235294117645,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1096.0,31.0,1008.0,01-17,1,17,17,28,0,2022-04-25,4,2,1,2.0,4.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
316,26,Ondo,2022,74,0,0.0,74,,362.6700000000001,23.976285714285712,91.48085714285713,7.601200000000001,0.017014435928802252,1,1,262.28000000000003,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1096.0,31.0,1008.0,22-26,22,26,5,28,4,2022-06-27,6,2,1,41.0,2.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.6,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
240,4,Ondo,2023,10,32,3.2,10,,3.3000000000000003,23.587857142857146,69.045,-4.25475,-0.2257689086735976,0,0,2.5125,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1096.0,31.0,1008.0,1-4,1,4,4,28,0,2023-01-23,1,1,0,74.0,41.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.25,21.166666666666668,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Medium
211,26,Ondo,2023,7,0,0.0,7,,402.55,24.519714285714286,91.05857142857144,15.5772,0.43251981841837195,1,1,301.858,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1096.0,31.0,1008.0,22-26,22,26,5,28,17,2023-06-26,6,2,1,10.0,74.0,2.0,,32.0,3.2,0.0,0.0,0.0,0.0,31.75,19.571428571428573,8.0,0.8,iqr_trimmed_quantiles,9.0,30.0,Low
17,4,Ondo,2025,2,0,0.0,2,,0.32,24.973928571428573,70.45571428571428,-4.99975,-0.5719395750305747,0,0,0.10249999999997156,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1096.0,31.0,1008.0,1-4,1,4,4,28,0,2025-01-20,1,1,0,7.0,10.0,41.0,1.0,0.0,0.0,32.0,3.2,0.0,0.0,33.0,18.0,8.0,0.8,iqr_trimmed_quantiles,9.0,30.0,Low
385,48,Osun,2021,9,0,0.0,9,,10.46,25.585714285714285,83.59714285714286,4.144000000000001,0.797177689675166,0,0,327.79,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1729.0,42.0,1616.0,48,48,48,1,29,0,2021-11-29,11,4,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Medium
244,4,Osun,2023,1,0,0.0,1,,2.54,24.09857142857143,73.625,-2.04975,-0.09985718245121829,0,0,1.1275,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1729.0,42.0,1616.0,1-4,1,4,4,29,0,2023-01-23,1,1,0,9.0,,,,0.0,0.0,,,,,9.0,9.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
187,47,Osun,2023,1,0,0.0,1,,163.93,25.491428571428575,89.88607142857143,3.6014999999999997,0.5477065906467512,0,0,159.85249999999996,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1729.0,42.0,1616.0,44-47,44,47,4,29,39,2023-11-20,11,4,0,1.0,9.0,,,0.0,0.0,0.0,0.0,,,5.0,5.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
163,8,Osun,2024,2,0,0.0,2,,34.6,26.99285714285714,81.09857142857143,18.174000000000003,1.479408676725496,0,0,36.120000000000005,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1729.0,42.0,1616.0,8,8,8,1,29,0,2024-02-19,2,1,0,1.0,1.0,,,0.0,0.0,0.0,0.0,,,3.6666666666666665,3.6666666666666665,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
18,4,Osun,2025,2,0,0.0,2,,0.6499999999999999,24.855,76.40785714285714,-2.5222499999999997,-0.5873669178558504,0,0,0.23999999999999994,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1729.0,42.0,1616.0,1-4,1,4,4,29,0,2025-01-20,1,1,0,2.0,1.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.25,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
44,9,Osun,2025,2,0,0.0,2,,46.21000000000001,26.322142857142858,82.42285714285714,-0.817499999999999,-0.17395340180745528,0,0,18.7875,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1729.0,42.0,1616.0,6-9,6,9,4,29,1,2025-02-24,2,1,0,2.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
455,39,Oyo,2021,32,0,0.0,32,,89.05,25.05,90.03285714285714,-3.940000000000012,-0.0901590818678731,0,0,334.05999999999995,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2045.0,79.0,1639.0,39,39,39,1,30,0,2021-09-27,9,3,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,High
424,43,Oyo,2021,2,1,0.5,2,,30.21,25.65571428571429,89.61428571428571,-3.798000000000002,-0.1588205703551155,0,0,208.96,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2045.0,79.0,1639.0,43,43,43,1,30,3,2021-10-25,10,4,1,32.0,,,,0.0,0.0,,,,,32.0,32.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
410,44,Oyo,2021,2,0,0.0,2,,42.58,25.37857142857143,89.82428571428571,3.93,0.1500352977680436,0,0,141.98999999999995,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2045.0,79.0,1639.0,44,44,44,1,30,0,2021-11-01,11,4,0,2.0,32.0,,,1.0,0.5,0.0,0.0,,,17.0,17.0,0.5,0.25,iqr_trimmed_quantiles,9.0,30.0,Low
394,47,Oyo,2021,7,1,0.1429,7,,7.02,26.102857142857143,85.65428571428572,-3.1980000000000004,-0.2166202766396741,0,0,206.84,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2045.0,79.0,1639.0,47,47,47,1,30,2,2021-11-22,11,4,0,2.0,2.0,,,0.0,0.0,1.0,0.5,,,12.0,12.0,0.3333333333333333,0.16666666666666666,iqr_trimmed_quantiles,9.0,30.0,Low
188,47,Oyo,2023,1,1,1.0,1,,157.17000000000002,25.849285714285713,89.06,12.142500000000002,0.62758360833268,0,0,155.14249999999998,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,2045.0,79.0,1639.0,44-47,44,47,4,30,0,2023-11-20,11,4,0,7.0,2.0,32.0,,1.0,0.1429,0.0,0.0,0.0,0.0,10.75,10.75,0.5,0.160725,iqr_trimmed_quantiles,9.0,30.0,Low
176,51,Oyo,2023,1,0,0.0,1,,1.7499999999999998,25.04785714285714,76.79535714285714,-2.4955000000000003,-0.528203834997007,0,0,40.41,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,2045.0,79.0,1639.0,48-51,48,51,4,30,0,2023-12-18,12,4,0,1.0,7.0,2.0,,1.0,1.0,1.0,0.1429,1.0,0.5,3.0,8.8,0.75,0.410725,iqr_trimmed_quantiles,9.0,30.0,Low
147,24,Oyo,2024,2,0,0.0,2,,74.92,25.904285714285717,90.5257142857143,-13.465999999999994,-0.6193017348644737,0,0,233.92,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2045.0,79.0,1639.0,24,24,24,1,30,0,2024-06-10,6,2,1,1.0,1.0,2.0,,0.0,0.0,1.0,1.0,0.0,0.0,2.75,7.5,0.5,0.285725,iqr_trimmed_quantiles,9.0,30.0,Low
137,27,Oyo,2024,2,0,0.0,2,,94.99,25.17,90.5457142857143,27.774,0.8610245317264329,1,0,315.69,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2045.0,79.0,1639.0,27,27,27,1,30,2,2024-07-01,7,3,1,2.0,1.0,7.0,,0.0,0.0,0.0,0.0,1.0,0.1429,2.75,6.714285714285714,0.5,0.285725,iqr_trimmed_quantiles,9.0,30.0,Low
77,37,Oyo,2024,3,1,0.3333,3,,74.16,25.110000000000003,90.57571428571428,-9.949999999999989,-0.2657734168567977,0,0,245.53,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2045.0,79.0,1639.0,37,37,37,1,30,9,2024-09-09,9,3,1,2.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,6.125,0.25,0.25,iqr_trimmed_quantiles,9.0,30.0,Low
19,4,Oyo,2025,1,0,0.0,1,,0.6799999999999999,25.04357142857143,76.95214285714286,-0.9880833333333332,-0.78957131099033,0,0,0.285,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2045.0,79.0,1639.0,1-4,1,4,4,30,0,2025-01-20,1,1,0,3.0,2.0,1.0,2.0,1.0,0.3333,0.0,0.0,0.0,0.0,2.0,2.5,0.25,0.083325,iqr_trimmed_quantiles,9.0,30.0,Low
45,9,Oyo,2025,1,0,0.0,1,,42.68,26.547857142857147,83.03071428571428,3.7695000000000003,0.46496497560365363,0,0,17.605,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2045.0,79.0,1639.0,6-9,6,9,4,30,1,2025-02-24,2,1,0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.3333,0.0,0.0,2.0,2.375,0.25,0.083325,iqr_trimmed_quantiles,9.0,30.0,Low
592,24,Plateau,2021,324,4,0.0123,324,,252.91999999999996,27.827261904761908,62.820833333333326,-4.868833333333335,0.14378614601267478,1,0,67.98333333333333,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1643.0,22.0,1459.0,13-24,13,24,12,31,0,2021-06-14,6,2,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,High
578,25,Plateau,2021,9,0,0.0,9,,82.55,24.55857142857143,83.91857142857143,27.172,0.6940365386435478,1,1,227.4,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1643.0,22.0,1459.0,25,25,25,1,31,0,2021-06-21,6,2,1,324.0,,,,4.0,0.0123,,,,,324.0,324.0,4.0,0.0123,iqr_trimmed_quantiles,9.0,30.0,Medium
573,27,Plateau,2021,42,0,0.0,42,,23.86,23.37142857142857,88.34857142857143,1.2959999999999994,0.1089003614281165,0,0,245.88,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1643.0,22.0,1459.0,27,27,27,1,31,1,2021-07-05,7,3,1,9.0,324.0,,,0.0,0.0,4.0,0.0123,,,166.5,166.5,2.0,0.00615,iqr_trimmed_quantiles,9.0,30.0,High
546,32,Plateau,2021,1,0,0.0,1,,55.89,23.285714285714285,89.49857142857142,26.078,1.498009538732854,1,0,350.62,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1643.0,22.0,1459.0,32,32,32,1,31,4,2021-08-09,8,3,1,42.0,9.0,,,0.0,0.0,0.0,0.0,,,125.0,125.0,1.3333333333333333,0.0041,iqr_trimmed_quantiles,9.0,30.0,Low
519,34,Plateau,2021,2,0,0.0,2,,17.78,23.981428571428573,86.96000000000001,-20.228,-0.8996350980338512,0,0,167.75,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1643.0,22.0,1459.0,34,34,34,1,31,1,2021-08-23,8,3,1,1.0,42.0,324.0,,0.0,0.0,0.0,0.0,4.0,0.0123,94.0,94.0,1.0,0.003075,iqr_trimmed_quantiles,9.0,30.0,Low
327,21,Plateau,2022,22,1,0.0455,22,,385.14,25.19107142857143,84.8567857142857,63.94199999999999,1.4203665876303584,1,1,345.7175,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1643.0,22.0,1459.0,18-21,18,21,4,31,0,2022-05-23,5,2,1,2.0,1.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.5,75.6,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Medium
317,26,Plateau,2022,2,1,0.5,2,,292.24,24.020285714285713,88.08485714285715,18.5784,0.5004863901716678,1,1,323.95799999999997,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1643.0,22.0,1459.0,22-26,22,26,5,31,0,2022-06-27,6,2,1,22.0,2.0,42.0,,1.0,0.0455,0.0,0.0,0.0,0.0,16.75,66.66666666666667,0.25,0.011375,iqr_trimmed_quantiles,9.0,30.0,Low
304,30,Plateau,2022,11,1,0.0909,11,,124.21000000000001,23.53857142857143,88.95249999999999,-20.025999999999996,-0.4510320664417933,1,1,127.76249999999999,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1643.0,22.0,1459.0,27-30,27,30,4,31,0,2022-07-25,7,3,1,2.0,22.0,1.0,,1.0,0.5,1.0,0.0455,0.0,0.0,6.75,57.42857142857143,0.5,0.136375,iqr_trimmed_quantiles,9.0,30.0,Medium
287,35,Plateau,2022,11,0,0.0,11,,189.93,23.042857142857144,88.74000000000001,5.3347999999999995,0.26725292826936814,1,1,154.784,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1643.0,22.0,1459.0,31-35,31,35,5,31,0,2022-08-29,8,3,1,11.0,2.0,2.0,324.0,1.0,0.0909,1.0,0.5,0.0,0.0,9.25,51.625,0.75,0.1591,iqr_trimmed_quantiles,9.0,30.0,Medium
216,21,Plateau,2023,16,0,0.0,16,,65.29,28.163214285714282,67.25107142857144,-16.0205,-0.40693102063171005,0,0,53.01750000000001,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1643.0,22.0,1459.0,18-21,18,21,4,31,0,2023-05-22,5,2,1,11.0,11.0,22.0,9.0,0.0,0.0,1.0,0.0909,1.0,0.0455,11.5,12.5,0.75,0.1591,iqr_trimmed_quantiles,9.0,30.0,Medium
215,26,Plateau,2023,1,0,0.0,1,,122.03000000000002,26.062285714285714,75.92457142857144,-15.4636,-0.45479538576373885,1,0,97.126,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1643.0,22.0,1459.0,22-26,22,26,5,31,0,2023-06-26,6,2,1,16.0,11.0,2.0,42.0,0.0,0.0,0.0,0.0,1.0,0.5,10.0,13.375,0.5,0.147725,iqr_trimmed_quantiles,9.0,30.0,Low
375,49,Rivers,2021,8,0,0.0,8,,1.32,26.118571428571425,81.86,-8.942,-0.4135761041429273,0,0,295.04,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,791.0,41.0,666.0,49,49,49,1,32,0,2021-12-06,12,4,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Low
365,50,Rivers,2021,2,0,0.0,2,,4.19,25.29714285714286,79.41714285714286,-9.714,-0.4464404370102702,0,0,99.77999999999996,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,791.0,41.0,666.0,50,50,50,1,32,0,2021-12-13,12,4,0,8.0,,,,0.0,0.0,,,,,8.0,8.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
336,17,Rivers,2022,50,3,0.06,50,,499.73,26.111932773109245,84.6355462184874,7.382098039215687,0.42001584304522066,1,0,115.09176470588234,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,791.0,41.0,666.0,01-17,1,17,17,32,0,2022-04-25,4,2,1,2.0,8.0,,,0.0,0.0,0.0,0.0,,,5.0,5.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
154,23,Rivers,2024,8,2,0.25,8,,27.76,26.502857142857145,90.79142857142855,-72.25199999999998,-1.0751593497081,0,0,240.06,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,791.0,41.0,666.0,23,23,23,1,32,0,2024-06-03,6,2,1,50.0,2.0,,,3.0,0.06,0.0,0.0,,,20.0,20.0,1.0,0.02,iqr_trimmed_quantiles,9.0,30.0,Low
148,24,Rivers,2024,1,0,0.0,1,,64.36,26.604285714285712,89.32714285714285,-9.495999999999997,-0.1732935489690291,0,0,185.86,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,791.0,41.0,666.0,24,24,24,1,32,0,2024-06-10,6,2,1,8.0,50.0,8.0,,2.0,0.25,3.0,0.06,0.0,0.0,17.0,17.0,1.25,0.0775,iqr_trimmed_quantiles,9.0,30.0,Low
69,38,Rivers,2024,16,3,0.1875,16,,105.33,26.064285714285717,90.22,19.790000000000006,1.1186671677196662,1,0,280.7799999999999,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,791.0,41.0,666.0,38,38,38,1,32,13,2024-09-16,9,3,1,1.0,8.0,2.0,,0.0,0.0,2.0,0.25,0.0,0.0,15.25,13.8,1.25,0.0775,iqr_trimmed_quantiles,9.0,30.0,Medium
20,4,Rivers,2025,51,7,0.1373,51,,1.24,26.431428571428572,81.92392857142858,-12.816583333333332,-0.7653868999311298,0,0,0.9024999999999431,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,791.0,41.0,666.0,1-4,1,4,4,32,0,2025-01-20,1,1,0,16.0,1.0,50.0,,3.0,0.1875,0.0,0.0,3.0,0.06,18.75,14.166666666666666,2.0,0.124375,iqr_trimmed_quantiles,9.0,30.0,High
29,5,Rivers,2025,3,0,0.0,3,,0.25,27.02285714285714,82.07142857142857,-0.358,-0.606718661058054,0,0,0.9499999999999432,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,791.0,41.0,666.0,5,5,5,1,32,0,2025-01-27,1,1,0,51.0,16.0,8.0,,7.0,0.1373,3.0,0.1875,2.0,0.25,19.0,19.428571428571427,3.0,0.1437,iqr_trimmed_quantiles,9.0,30.0,Low
46,9,Rivers,2025,53,0,0.0,53,,44.33,27.588214285714283,83.9542857142857,3.1350000000000002,0.0439284802776653,0,0,18.33749999999994,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,791.0,41.0,666.0,6-9,6,9,4,32,0,2025-02-24,2,1,0,3.0,51.0,1.0,8.0,0.0,0.0,7.0,0.1373,0.0,0.0,17.75,17.375,2.5,0.0812,iqr_trimmed_quantiles,9.0,30.0,High
603,12,Sokoto,2021,313,0,0.0,313,,0.09999999999999999,25.31642857142857,24.773333333333337,-0.13261111111111112,0.053022890585350535,0,0,0.019166666666666658,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,937.0,22.0,891.0,1-12,1,12,12,33,0,2021-03-22,3,1,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,High
586,24,Sokoto,2021,1828,86,0.047,1828,,58.550000000000004,32.61083333333334,36.8477380952381,-9.998166666666668,-0.4822162993311457,0,0,10.685,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,937.0,22.0,891.0,13-24,13,24,12,33,0,2021-06-14,6,2,1,313.0,,,,0.0,0.0,,,,,313.0,313.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
542,32,Sokoto,2021,101,1,0.0099,101,,70.52000000000001,26.05,83.66571428571429,5.176000000000002,0.3445049079773631,1,0,230.56,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,937.0,22.0,891.0,32,32,32,1,33,7,2021-08-09,8,3,1,1828.0,313.0,,,86.0,0.047,0.0,0.0,,,1070.5,1070.5,43.0,0.0235,iqr_trimmed_quantiles,9.0,30.0,High
530,33,Sokoto,2021,196,4,0.0204,196,,102.87,26.012857142857143,83.17142857142858,35.218,1.3049613437830516,1,1,296.06,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,937.0,22.0,891.0,33,33,33,1,33,0,2021-08-16,8,3,1,101.0,1828.0,,,1.0,0.0099,86.0,0.047,,,747.3333333333334,747.3333333333334,29.0,0.018966666666666666,iqr_trimmed_quantiles,9.0,30.0,High
513,34,Sokoto,2021,45,4,0.0889,45,,85.63000000000001,26.3,83.23714285714286,30.50200000000001,1.050560342718961,1,1,291.23,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,937.0,22.0,891.0,34,34,34,1,33,0,2021-08-23,8,3,1,196.0,101.0,313.0,,4.0,0.0204,1.0,0.0099,0.0,0.0,609.5,609.5,22.75,0.019325000000000002,iqr_trimmed_quantiles,9.0,30.0,High
508,35,Sokoto,2021,258,12,0.0465,258,,44.48,25.86142857142857,86.41142857142857,-37.91200000000001,-0.9348111146667578,0,0,303.50000000000006,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,937.0,22.0,891.0,35,35,35,1,33,0,2021-08-30,8,3,1,45.0,196.0,1828.0,,4.0,0.0889,4.0,0.0204,86.0,0.047,542.5,496.6,23.75,0.041550000000000004,iqr_trimmed_quantiles,9.0,30.0,High
495,36,Sokoto,2021,38,0,0.0,38,,457.43000000000006,26.020000000000003,85.81857142857143,308.39400000000006,1.7820275990579235,1,1,690.4100000000001,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,937.0,22.0,891.0,36,36,36,1,33,0,2021-09-06,9,3,1,258.0,45.0,101.0,,12.0,0.0465,4.0,0.0889,1.0,0.0099,150.0,456.8333333333333,5.25,0.041425000000000003,iqr_trimmed_quantiles,9.0,30.0,High
474,37,Sokoto,2021,13,0,0.0,13,,56.150000000000006,25.98,86.55,0.5520000000000067,0.0506987055603913,0,0,643.69,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,937.0,22.0,891.0,37,37,37,1,33,0,2021-09-13,9,3,1,38.0,258.0,196.0,,0.0,0.0,12.0,0.0465,4.0,0.0204,134.25,397.0,5.0,0.038950000000000005,iqr_trimmed_quantiles,9.0,30.0,Medium
461,38,Sokoto,2021,12,0,0.0,12,,9.42,26.782857142857143,81.11285714285714,-15.348,-0.6957730154679512,0,0,567.4800000000001,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,937.0,22.0,891.0,38,38,38,1,33,0,2021-09-20,9,3,1,13.0,38.0,45.0,313.0,0.0,0.0,0.0,0.0,4.0,0.0889,88.5,349.0,4.0,0.033850000000000005,iqr_trimmed_quantiles,9.0,30.0,Medium
